UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,temp_difference,torque_speed_ratio,ambient_temperature,load_density
2446,H31859,H,299.2,308.7,1375,55.1,78,0,0,0,0,0,0,9.5,0.040072727272727274,28.76746818408135,0.4659108201036588
2447,L49626,L,299.3,308.6,1422,48.9,83,0,0,0,0,0,0,9.300000000000011,0.03438818565400844,37.75125362207391,0.9021683913230858
2448,L49627,L,299.3,308.7,1408,48.7,85,0,0,0,0,0,0,9.399999999999977,0.034588068181818185,28.626836576865394,0.3594042904965662
2449,L49628,L,299.4,308.9,1440,42.5,87,0,0,0,0,0,0,9.5,0.029513888888888888,28.586946415617334,0.906038072717946
2450,L49629,L,299.3,308.8,1772,25.2,89,0,0,0,0,0,0,9.5,0.014221218961625282,30.926275433924594,0.4268796007504479
2451,L49630,L,299.2,308.7,1492,37.8,91,0,0,0,0,0,0,9.5,0.025335120643431634,30.682116757605293,0.37192363983592724
2452,L49631,L,299.2,308.7,1650,30.5,93,0,0,0,0,0,0,9.5,0.018484848484848486,34.78876772035343,0.8506157388193811
2453,M17312,M,299.1,308.6,2329,14.6,95,0,0,0,0,0,0,9.5,0.0062687848862172605,31.011569849902372,0.9984447629282351
2454,L49633,L,299.0,308.6,1648,30.8,98,0,0,0,0,0,0,9.600000000000023,0.018689320388349515,36.38941287222352,0.8808628337222497
2455,L49634,L,299.0,308.6,1653,31.7,100,0,0,0,0,0,0,9.600000000000023,0.019177253478523896,37.3573962383701,0.7938540159911522
2456,L49635,L,299.0,308.6,1946,22.3,102,0,0,0,0,0,0,9.600000000000023,0.011459403905447071,27.362154072568185,0.8677846589116334
2457,L49636,L,299.1,308.6,1555,36.6,104,0,0,0,0,0,0,9.5,0.023536977491961417,29.60474072715832,0.710870655444588
2458,L49637,L,299.0,308.6,1661,32.2,106,0,0,0,0,0,0,9.600000000000023,0.01938591210114389,29.55682360692423,0.3325187354939259
2459,L49638,L,299.0,308.6,1434,45.9,108,0,0,0,0,0,0,9.600000000000023,0.03200836820083682,31.860300430058242,0.3831207357637825
2460,L49639,L,299.0,308.6,1297,54.2,110,0,0,0,0,0,0,9.600000000000023,0.0417887432536623,22.1166215571196,0.7290263249274898
2461,L49640,L,299.0,308.6,1466,46.4,112,0,0,0,0,0,0,9.600000000000023,0.03165075034106412,37.49705638732005,0.9145051074890944
2462,M17321,M,298.9,308.6,1517,39.8,114,0,0,0,0,0,0,9.700000000000045,0.026235992089650623,35.94490466442497,0.3028637042463748
2463,L49642,L,298.9,308.5,1742,34.5,117,0,0,0,0,0,0,9.600000000000023,0.019804822043628014,18.80832401801397,0.7694868234893815
2464,L49643,L,298.9,308.5,1580,39.1,119,0,0,0,0,0,0,9.600000000000023,0.024746835443037976,38.95282904315702,0.5087910673202589
2465,M17324,M,298.9,308.5,1534,42.9,121,0,0,0,0,0,0,9.600000000000023,0.027966101694915254,29.991240221888102,0.42939876954462175
2466,L49645,L,298.9,308.6,1481,40.7,124,0,0,0,0,0,0,9.700000000000045,0.027481431465226202,26.98659968920725,0.6222731739933529
2467,L49646,L,299.0,308.6,1429,37.7,126,0,0,0,0,0,0,9.600000000000023,0.026382085374387687,19.1704542653919,0.3618142807759037
2468,M17327,M,298.9,308.6,1574,33.5,128,0,0,0,0,0,0,9.700000000000045,0.021283354510800507,28.76251962141576,0.5029147744465566
2469,M17328,M,298.9,308.6,1524,40.4,131,0,0,0,0,0,0,9.700000000000045,0.026509186351706036,25.71843516927509,0.3666176759496351
2470,L49649,L,299.0,308.7,1507,37.5,134,0,0,0,0,0,0,9.699999999999989,0.02488387524883875,26.096249886222473,0.7000167191180524
2471,L49650,L,298.9,308.5,1467,44.7,136,0,0,0,0,0,0,9.600000000000023,0.030470347648261762,30.847406125265238,0.7627341289251439
2472,L49651,L,298.9,308.4,1301,51.1,138,0,0,0,0,0,0,9.5,0.03927747886241353,31.131784636661088,0.6412268292768073
2473,L49652,L,298.9,308.5,1429,55.1,140,0,0,0,0,0,0,9.600000000000023,0.038558432470258926,29.823351420123863,0.35786688621274193
2474,M17333,M,298.9,308.5,1555,37.6,142,0,0,0,0,0,0,9.600000000000023,0.02418006430868167,33.497090018288745,0.8096333249526326
2475,L49654,L,298.9,308.5,1503,40.6,145,0,0,0,0,0,0,9.600000000000023,0.02701264138389887,27.599643147491857,0.9599547789040734
2476,L49655,L,298.9,308.5,1459,43.1,147,0,0,0,0,0,0,9.600000000000023,0.0295407813570939,27.728556795412377,0.8124946387487777
2477,H31890,H,298.9,308.4,1449,42.4,149,0,0,0,0,0,0,9.5,0.029261559696342303,31.324528228794644,0.9706605530717309
2478,L49657,L,298.9,308.5,1387,57.3,154,0,0,0,0,0,0,9.600000000000023,0.04131218457101658,35.651283121474066,0.6592486066517224
2479,M17338,M,298.9,308.5,1456,50.0,156,0,0,0,0,0,0,9.600000000000023,0.034340659340659344,29.97175113249861,0.5513966584340725
2480,L49659,L,299.0,308.5,1604,34.7,159,0,0,0,0,0,0,9.5,0.021633416458852868,31.472622480781876,0.39811949689944387
2481,L49660,L,299.0,308.6,1734,32.4,161,0,0,0,0,0,0,9.600000000000023,0.018685121107266434,33.405113324103596,0.7786289858860851
2482,L49661,L,299.0,308.6,1378,47.8,163,0,0,0,0,0,0,9.600000000000023,0.03468795355587808,25.91780090610252,0.3055740230828114
2483,L49662,L,298.9,308.7,1504,41.8,165,0,0,0,0,0,0,9.800000000000011,0.02779255319148936,25.67058562544385,0.8138064847741351
2484,M17343,M,298.9,308.7,1402,49.8,167,0,0,0,0,0,0,9.800000000000011,0.035520684736091296,30.089747493153784,0.585827111985475
2485,H31898,H,298.8,308.6,1524,37.7,170,0,0,0,0,0,0,9.800000000000011,0.02473753280839895,30.18358024723554,0.44981646076412063
2486,L49665,L,298.8,308.6,1593,35.5,175,0,0,0,0,0,0,9.800000000000011,0.022284996861268048,29.514215730778453,0.6552948042353952
2487,M17346,M,298.9,308.7,1772,28.4,177,0,0,0,0,0,0,9.800000000000011,0.016027088036117382,27.800525095272757,0.5409817650879922
2488,H31901,H,298.9,308.6,1623,31.0,180,0,0,0,0,0,0,9.700000000000045,0.019100431300061615,24.373633666033847,0.9955989132483318
2489,L49668,L,298.9,308.7,1356,50.7,185,0,0,0,0,0,0,9.800000000000011,0.03738938053097345,27.330333470452477,0.485003760614234
2490,H31903,H,298.9,308.7,1500,41.6,187,0,0,0,0,0,0,9.800000000000011,0.027733333333333336,32.63613800444018,0.8306381259202218
2491,H31904,H,299.1,308.8,1566,46.6,192,0,0,0,0,0,0,9.699999999999989,0.029757343550447,28.416078202357472,0.7135770534967325
2492,L49671,L,299.1,308.9,1445,43.4,197,0,0,0,0,0,0,9.799999999999955,0.030034602076124566,29.94159930077953,0.9386019748693895
2493,H31906,H,299.0,308.8,1382,58.5,199,0,0,0,0,0,0,9.800000000000011,0.04232995658465991,29.50889560943969,0.9489888159937088
2494,M17353,M,299.0,308.8,1418,45.7,204,0,0,0,0,0,0,9.800000000000011,0.03222849083215797,22.05303588595763,0.6975069916378986
2495,L49674,L,299.1,308.8,1329,53.6,207,1,0,0,0,1,0,9.699999999999989,0.04033107599699022,23.22897910133564,0.9274285631974686
2496,M17355,M,299.1,308.8,1491,41.0,209,0,0,0,0,0,0,9.699999999999989,0.02749832327297116,32.44222975281638,0.476141419584469
2497,M17356,M,299.2,308.9,1573,37.4,212,0,0,0,0,0,0,9.699999999999989,0.023776223776223775,25.951196192547336,0.8075098785177333
2498,M17357,M,299.2,308.9,1521,42.3,215,0,0,0,0,0,0,9.699999999999989,0.02781065088757396,32.92831226285799,0.7690547912479363
2499,L49678,L,299.1,308.9,1467,47.2,218,0,0,0,0,0,0,9.799999999999955,0.0321745057941377,36.27242340671323,0.4911248710861268
2500,M17359,M,299.1,308.9,1325,48.4,220,0,0,0,0,0,0,9.799999999999955,0.03652830188679245,30.14592255971589,0.6102956121234353
2501,L49680,L,299.1,308.9,1617,32.3,223,0,0,0,0,0,0,9.799999999999955,0.019975262832405687,31.729877634111553,0.550114975279222
2502,M17361,M,299.1,308.9,1476,42.7,225,0,0,0,0,0,0,9.799999999999955,0.028929539295392957,29.17670288689699,0.5131669129577296
2503,L49682,L,299.2,309.0,1515,48.9,228,1,0,0,0,1,0,9.800000000000011,0.03227722772277228,34.23270646899058,0.3832172050511987
2504,L49683,L,299.2,309.0,1408,47.2,0,0,0,0,0,0,0,9.800000000000011,0.033522727272727273,18.92480791198105,0.9056618053801531
2505,L49684,L,299.2,309.1,1468,45.6,2,0,0,0,0,0,0,9.900000000000034,0.03106267029972752,40.39028199548423,0.4912199818833212
2506,L49685,L,299.2,309.1,1387,48.7,4,0,0,0,0,0,0,9.900000000000034,0.03511175198269647,24.690190095754456,0.3080799557630145
2507,M17366,M,299.2,309.1,1503,34.7,6,0,0,0,0,0,0,9.900000000000034,0.02308715901530273,24.50688830568916,0.8799079464187873
2508,H31921,H,299.2,309.1,1410,47.1,9,0,0,0,0,0,0,9.900000000000034,0.03340425531914894,30.78740737333859,0.5164194557604563
2509,L49688,L,299.0,308.9,1615,30.6,14,0,0,0,0,0,0,9.899999999999977,0.018947368421052633,36.02579558909578,0.6724039675469894
2510,L49689,L,299.0,308.9,1511,35.9,16,0,0,0,0,0,0,9.899999999999977,0.023759099933818664,30.338706888437166,0.406876900819853
2511,L49690,L,299.1,309.0,1405,53.8,18,0,0,0,0,0,0,9.899999999999977,0.038291814946619214,31.634541305773464,0.38841715812379085
2512,M17371,M,299.0,308.9,1526,41.1,20,0,0,0,0,0,0,9.899999999999977,0.026933158584534732,31.76840345501105,0.9067187635217053
2513,L49692,L,298.9,308.8,1530,38.3,23,0,0,0,0,0,0,9.900000000000034,0.02503267973856209,24.050777007224333,0.675403753561036
2514,L49693,L,299.0,308.7,1583,32.5,25,0,0,0,0,0,0,9.699999999999989,0.02053063802905875,32.37955924365283,0.43159092213064143
2515,L49694,L,298.9,308.6,2069,18.7,27,0,0,0,0,0,0,9.700000000000045,0.00903818269695505,35.6287198333124,0.47820933462898096
2516,L49695,L,298.8,308.5,1490,35.0,29,0,0,0,0,0,0,9.699999999999989,0.02348993288590604,24.357439647328967,0.3630618435627958
2517,L49696,L,298.8,308.5,1736,29.0,31,0,0,0,0,0,0,9.699999999999989,0.016705069124423964,27.30572519710605,0.40329607775558574
2518,L49697,L,298.8,308.5,1395,44.4,33,0,0,0,0,0,0,9.699999999999989,0.031827956989247314,22.432494695785504,0.8574935103459969
2519,M17378,M,298.9,308.6,1425,49.6,35,0,0,0,0,0,0,9.700000000000045,0.03480701754385965,30.1319463819924,0.3559263398944784
2520,L49699,L,298.8,308.6,1631,32.4,38,0,0,0,0,0,0,9.800000000000011,0.019865113427345187,18.983773769730675,0.8971269069660097
2521,L49700,L,298.8,308.6,1535,41.2,40,0,0,0,0,0,0,9.800000000000011,0.02684039087947883,33.98040868113805,0.8443230844574028
2522,L49701,L,298.8,308.6,1584,34.4,42,0,0,0,0,0,0,9.800000000000011,0.021717171717171715,25.87304761201238,0.37585952139689477
2523,M17382,M,298.8,308.7,1543,38.2,44,0,0,0,0,0,0,9.899999999999977,0.02475696694750486,34.913623901087874,0.9286729136636624
2524,L49703,L,298.8,308.7,1635,35.2,47,0,0,0,0,0,0,9.899999999999977,0.021529051987767587,33.466213201518215,0.6554337820412901
2525,M17384,M,298.8,308.7,1446,45.5,49,0,0,0,0,0,0,9.899999999999977,0.031466113416320884,28.680981154942266,0.35463044659872334
2526,M17385,M,298.8,308.6,1598,35.1,52,0,0,0,0,0,0,9.800000000000011,0.021964956195244054,36.85620562476777,0.9240402726043266
2527,L49706,L,298.8,308.6,1501,35.0,55,0,0,0,0,0,0,9.800000000000011,0.023317788141239172,31.818317089608595,0.8585029950589727
2528,L49707,L,298.8,308.5,1450,50.8,57,0,0,0,0,0,0,9.699999999999989,0.035034482758620686,31.159644860585374,0.4068880892261738
2529,L49708,L,298.8,308.6,1730,25.9,59,0,0,0,0,0,0,9.800000000000011,0.014971098265895953,29.022385836557213,0.5136119918364219
2530,M17389,M,298.8,308.6,1571,33.7,61,0,0,0,0,0,0,9.800000000000011,0.02145130490133673,40.052928664005805,0.6035362328227457
2531,L49710,L,298.9,308.7,1438,51.7,64,0,0,0,0,0,0,9.800000000000011,0.03595271210013908,32.831752976969014,0.30535653895354437
2532,M17391,M,298.8,308.5,1510,38.7,66,0,0,0,0,0,0,9.699999999999989,0.025629139072847685,34.033480054349894,0.46693624328084393
2533,L49712,L,298.9,308.7,1389,44.9,69,0,0,0,0,0,0,9.800000000000011,0.03232541396688265,18.155525689758832,0.42068706049685123
2534,L49713,L,298.8,308.7,1490,33.6,71,0,0,0,0,0,0,9.899999999999977,0.0225503355704698,26.69628932064918,0.5404645290287939
2535,L49714,L,298.9,308.7,1729,26.6,73,0,0,0,0,0,0,9.800000000000011,0.015384615384615385,32.627331104402124,0.30315571229348426
2536,L49715,L,299.0,308.8,1495,38.4,75,0,0,0,0,0,0,9.800000000000011,0.025685618729096988,29.30585770992497,0.918822685757724
2537,L49716,L,298.9,308.8,1281,53.9,77,0,0,0,0,0,0,9.900000000000034,0.04207650273224044,22.930258437559495,0.8377368597922716
2538,H31951,H,298.9,308.7,1353,48.1,79,0,0,0,0,0,0,9.800000000000011,0.035550628233555065,21.76564005209542,0.5813617115395067
2539,L49718,L,299.1,308.8,1429,50.1,84,0,0,0,0,0,0,9.699999999999989,0.03505948215535339,30.014178561471425,0.33808121998646
2540,L49719,L,299.1,308.8,1413,42.1,86,0,0,0,0,0,0,9.699999999999989,0.029794762915782026,27.57528585359831,0.7524075704876481
2541,L49720,L,299.1,308.8,1502,38.3,88,0,0,0,0,0,0,9.699999999999989,0.025499334221038613,31.544640820143503,0.8778174248223414
2542,H31955,H,299.1,308.8,1553,32.6,90,0,0,0,0,0,0,9.699999999999989,0.020991629104958148,34.82612078960668,0.6839219565246238
2543,H31956,H,299.2,308.9,1712,26.4,95,0,0,0,0,0,0,9.699999999999989,0.01542056074766355,29.178717457042342,0.6929933010846983
2544,L49723,L,299.3,309.0,1786,23.5,100,0,0,0,0,0,0,9.699999999999989,0.013157894736842105,25.46423904621911,0.51901759164432
2545,L49724,L,299.2,309.0,1951,21.4,102,0,0,0,0,0,0,9.800000000000011,0.010968733982573038,30.3277177559958,0.7176542819843638
2546,M17405,M,299.2,309.0,1541,36.3,104,0,0,0,0,0,0,9.800000000000011,0.023556132381570408,28.304153578783286,0.31020882855654064
2547,L49726,L,299.2,309.1,1605,34.3,107,0,0,0,0,0,0,9.900000000000034,0.021370716510903425,23.603491840511218,0.34212858611481506
2548,L49727,L,299.2,309.1,1578,38.1,109,0,0,0,0,0,0,9.900000000000034,0.02414448669201521,19.352078742667356,0.7273665548149115
2549,M17408,M,299.3,309.2,1440,37.5,111,0,0,0,0,0,0,9.899999999999977,0.026041666666666668,25.54411236301429,0.9424935701221457
2550,L49729,L,299.4,309.2,1489,42.3,114,0,0,0,0,0,0,9.800000000000011,0.02840832773673606,32.99366464857834,0.6065017951885201
2551,L49730,L,299.4,309.3,1366,48.4,116,0,0,0,0,0,0,9.900000000000034,0.03543191800878477,23.336171987315975,0.3110655837950658
2552,L49731,L,299.3,309.2,1541,37.2,118,0,0,0,0,0,0,9.899999999999977,0.024140168721609345,27.866553111045107,0.4583156440944373
2553,H31966,H,299.3,309.1,1552,40.7,120,0,0,0,0,0,0,9.800000000000011,0.026224226804123712,29.477392688442325,0.9241847192527921
2554,L49733,L,299.3,309.1,1473,40.3,125,0,0,0,0,0,0,9.800000000000011,0.027359131025118805,34.498755507060324,0.8967808730563478
2555,L49734,L,299.3,309.1,1531,37.9,127,0,0,0,0,0,0,9.800000000000011,0.02475506205094709,25.17417277738175,0.3276103828305579
2556,L49735,L,299.3,309.2,1511,37.2,129,0,0,0,0,0,0,9.899999999999977,0.024619457313037725,33.22365820789213,0.835529879200281
2557,M17416,M,299.3,309.1,1449,47.9,131,0,0,0,0,0,0,9.800000000000011,0.03305728088336784,31.404809318088766,0.9396694306710274
2558,M17417,M,299.4,309.1,1440,50.0,134,0,0,0,0,0,0,9.700000000000045,0.034722222222222224,39.08210083283969,0.8304277837888467
2559,M17418,M,299.2,309.0,1881,23.9,137,0,0,0,0,0,0,9.800000000000011,0.012706007442849547,31.648447617576934,0.49023298163465334
2560,L49739,L,299.3,309.0,1447,50.4,140,0,0,0,0,0,1,9.699999999999989,0.03483068417415342,24.11556578728006,0.38173789669878916
2561,M17420,M,299.4,309.1,1326,62.0,142,0,0,0,0,0,0,9.700000000000045,0.04675716440422323,32.92991026585075,0.4775312983571524
2562,L49741,L,299.4,309.2,1607,31.7,145,0,0,0,0,0,0,9.800000000000011,0.019726197884256377,23.166529119281073,0.42068272467822937
2563,L49742,L,299.3,309.1,1551,39.1,147,0,0,0,0,0,0,9.800000000000011,0.025209542230818827,32.714233100915024,0.3285596716189534
2564,L49743,L,299.3,309.1,1496,37.2,149,0,0,0,0,0,0,9.800000000000011,0.02486631016042781,25.612788305544644,0.4219281191073942
2565,L49744,L,299.3,309.1,1493,38.0,151,0,0,0,0,0,0,9.800000000000011,0.025452109845947757,28.10773771192214,0.5264493103353629
2566,L49745,L,299.4,309.1,1304,50.5,153,0,0,0,0,0,0,9.700000000000045,0.03872699386503067,35.56567785738115,0.4778612042776685
2567,M17426,M,299.3,309.0,1420,41.6,155,0,0,0,0,0,0,9.699999999999989,0.029295774647887324,28.045178668223752,0.8078020526500709
2568,L49747,L,299.4,309.1,1766,24.6,158,0,0,0,0,0,0,9.700000000000045,0.013929784824462062,26.314143838849947,0.5463365530880813
2569,L49748,L,299.6,309.2,1450,43.1,160,0,0,0,0,0,0,9.599999999999966,0.029724137931034483,34.092975973845185,0.41344322582887
2570,H31983,H,299.5,309.2,1872,22.6,162,0,0,0,0,0,0,9.699999999999989,0.012072649572649573,23.704152730072927,0.7369121278772272
2571,L49750,L,299.6,309.2,1713,26.5,167,0,0,0,0,0,0,9.599999999999966,0.015469935785172213,27.5375975810936,0.9362424710758459
2572,M17431,M,299.5,309.2,1497,40.9,169,0,0,0,0,0,0,9.699999999999989,0.02732130928523714,27.288665927836362,0.8111940288536637
2573,M17432,M,299.4,309.1,1352,44.7,172,0,0,0,0,0,0,9.700000000000045,0.0330621301775148,31.08284866044395,0.8939209992977153
2574,L49753,L,299.5,309.2,1499,41.5,175,0,0,0,0,0,0,9.699999999999989,0.027685123415610406,29.419320256925616,0.5047206536497748
2575,L49754,L,299.5,309.3,1972,19.3,177,0,0,0,0,0,0,9.800000000000011,0.009787018255578093,32.36966338985296,0.9403759929018136
2576,L49755,L,299.5,309.3,1422,49.2,179,0,0,0,0,0,0,9.800000000000011,0.03459915611814346,29.80671755761791,0.42974577105516765
2577,L49756,L,299.5,309.3,1523,41.5,181,0,0,0,0,0,0,9.800000000000011,0.027248850952068287,17.49417044210913,0.32661803667949185
2578,L49757,L,299.5,309.4,1563,41.5,183,0,0,0,0,0,0,9.899999999999977,0.026551503518873962,28.86022746291421,0.9905071040621165
2579,L49758,L,299.4,309.3,1391,46.6,185,0,0,0,0,0,0,9.900000000000034,0.033501078360891445,31.163912252977784,0.9374129671549503
2580,L49759,L,299.3,309.1,1795,24.7,187,0,0,0,0,0,0,9.800000000000011,0.013760445682451253,33.28880117037782,0.5353444268762163
2581,L49760,L,299.3,309.1,1293,53.7,189,0,0,0,0,0,0,9.800000000000011,0.041531322505800466,23.575178562801753,0.4876815071001108
2582,L49761,L,299.2,309.1,1345,60.7,191,1,0,0,0,1,0,9.900000000000034,0.045130111524163574,26.717649222411758,0.34267937773975216
2583,L49762,L,299.2,309.0,1615,33.7,193,0,0,0,0,0,0,9.800000000000011,0.02086687306501548,23.76207059986927,0.8045994606692963
2584,L49763,L,299.2,308.9,1342,50.8,195,0,0,0,0,0,0,9.699999999999989,0.03785394932935916,28.57860873081439,0.3058085107095251
2585,L49764,L,299.1,308.8,1502,46.7,197,0,0,0,0,0,0,9.699999999999989,0.031091877496671107,27.70384721206657,0.40832185417843625
2586,M17445,M,299.0,308.7,1620,35.4,199,0,0,0,0,0,0,9.699999999999989,0.02185185185185185,35.711803338369435,0.33420997442572603
2587,L49766,L,299.0,308.7,1537,42.8,202,0,0,0,0,0,0,9.699999999999989,0.027846454131424853,32.78851453952446,0.48510111400905453
2588,L49767,L,299.0,308.7,2248,16.8,204,0,0,0,0,0,0,9.699999999999989,0.007473309608540926,36.05754565423783,0.4028178539927243
2589,L49768,L,299.0,308.7,1706,28.6,206,0,0,0,0,0,0,9.699999999999989,0.016764361078546307,25.14961417679967,0.6323624069425511
2590,L49769,L,299.0,308.7,2250,16.6,208,0,0,0,0,0,0,9.699999999999989,0.007377777777777778,26.592527672548762,0.7990092870762808
2591,L49770,L,299.0,308.7,1396,48.6,0,0,0,0,0,0,0,9.699999999999989,0.034813753581661895,33.16363944561573,0.6993087765902871
2592,L49771,L,298.9,308.6,1522,46.4,2,0,0,0,0,0,0,9.700000000000045,0.030486202365308804,32.81515905627558,0.9859963188491971
2593,L49772,L,298.9,308.6,1539,45.4,4,0,0,0,0,0,0,9.700000000000045,0.0294996751137102,23.974528138383906,0.8128101788890105
2594,H32007,H,298.9,308.5,1415,54.0,6,0,0,0,0,0,0,9.600000000000023,0.03816254416961131,27.659316462071875,0.9739676511865618
2595,L49774,L,298.8,308.5,1446,37.0,11,0,0,0,0,0,0,9.699999999999989,0.025587828492392807,24.3701493991701,0.4790088012552916
2596,M17455,M,298.8,308.6,1486,41.1,13,0,0,0,0,0,0,9.800000000000011,0.02765814266487214,30.338236893082332,0.8245266615678701
2597,L49776,L,299.0,308.7,1426,38.6,16,0,0,0,0,0,0,9.699999999999989,0.027068723702664797,31.018716439455034,0.7704460597723615
2598,L49777,L,299.0,308.7,1449,38.9,18,0,0,0,0,0,0,9.699999999999989,0.026846100759144235,35.633359454614485,0.645080695284093
2599,L49778,L,299.1,308.8,1320,67.5,20,1,0,0,1,0,0,9.699999999999989,0.05113636363636364,31.032767937426915,0.6341477835622693
2600,M17459,M,299.2,308.9,1447,39.6,22,0,0,0,0,0,0,9.699999999999989,0.02736696613683483,38.362052666342876,0.9719178846112664
2601,L49780,L,299.3,309.0,1422,47.3,25,0,0,0,0,0,0,9.699999999999989,0.03326300984528832,36.62341006277006,0.5051139536977767
2602,L49781,L,299.3,309.1,1399,52.1,27,0,0,0,0,0,0,9.800000000000011,0.03724088634739099,30.741498986312937,0.6116629372294493
2603,L49782,L,299.4,309.2,1427,41.5,29,0,0,0,0,0,0,9.800000000000011,0.02908199018920813,32.59803333912719,0.6950653559438463
2604,M17463,M,299.3,309.2,1334,46.3,31,0,0,0,0,0,0,9.899999999999977,0.03470764617691154,35.77911509422252,0.9405917920412776
2605,M17464,M,299.3,309.1,1385,45.6,34,0,0,0,0,0,0,9.800000000000011,0.03292418772563177,26.193415003482258,0.3119147750389872
2606,L49785,L,299.4,309.2,1552,37.4,37,0,0,0,0,0,0,9.800000000000011,0.024097938144329895,29.457279275919188,0.5750106128730998
2607,H32020,H,299.4,309.3,1534,37.5,39,0,0,0,0,0,0,9.900000000000034,0.024445893089960886,26.84012610560384,0.7803811534956829
2608,L49787,L,299.4,309.3,1448,48.6,44,0,0,0,0,0,0,9.900000000000034,0.03356353591160221,29.188440168638472,0.31054825187587226
2609,L49788,L,299.5,309.3,1409,44.7,46,0,0,0,0,0,0,9.800000000000011,0.03172462739531583,36.05211266848134,0.46871387703998846
2610,L49789,L,299.4,309.2,1621,34.5,48,0,0,0,0,0,0,9.800000000000011,0.021283158544108574,25.155222428828193,0.9825144918922373
2611,H32024,H,299.4,309.1,1547,40.9,50,0,0,0,0,0,0,9.700000000000045,0.026438267614738203,37.22119933015883,0.7016770528341595
2612,L49791,L,299.4,309.1,1957,22.1,55,0,0,0,0,0,0,9.700000000000045,0.01129279509453245,31.56003472187512,0.6494719474915005
2613,L49792,L,299.4,309.1,2421,14.2,57,0,0,0,0,0,0,9.700000000000045,0.005865344898802148,23.506560737688424,0.8346964908505243
2614,M17473,M,299.3,309.1,1571,38.3,59,0,0,0,0,0,0,9.800000000000011,0.02437937619350732,34.45940713637367,0.5485792712967804
2615,L49794,L,299.3,309.1,1634,36.8,62,0,0,0,0,0,0,9.800000000000011,0.022521419828641368,25.769568716771882,0.5880912237907918
2616,L49795,L,299.3,309.0,1516,38.7,64,0,0,0,0,0,0,9.699999999999989,0.025527704485488127,24.154778641531667,0.8118440748523581
2617,L49796,L,299.4,309.1,1207,66.5,66,0,0,0,0,0,0,9.700000000000045,0.05509527754763877,32.3784951217941,0.947967053754502
2618,L49797,L,299.4,309.1,1670,35.9,68,0,0,0,0,0,0,9.700000000000045,0.02149700598802395,23.480663292732128,0.9720310815347459
2619,M17478,M,299.4,309.1,1461,48.6,70,0,0,0,0,0,0,9.700000000000045,0.03326488706365503,33.73760033094361,0.5930617295851495
2620,L49799,L,299.4,309.2,1569,40.8,73,0,0,0,0,0,0,9.800000000000011,0.0260038240917782,25.75192904600377,0.6606604968270868
2621,L49800,L,299.4,309.2,1556,35.7,75,0,0,0,0,0,0,9.800000000000011,0.022943444730077124,27.411227167475438,0.9338032831885261
2622,M17481,M,299.5,309.3,1506,41.5,77,0,0,0,0,0,0,9.800000000000011,0.02755644090305445,35.61665047819933,0.7418160365875341
2623,M17482,M,299.6,309.4,1642,30.3,80,0,0,0,0,0,0,9.799999999999955,0.018453105968331305,26.357158813354346,0.7950614462882588
2624,M17483,M,299.6,309.4,1283,62.1,83,0,0,0,0,0,0,9.799999999999955,0.048402182385035075,31.850122404926044,0.5564756146117007
2625,H32038,H,299.7,309.5,1375,46.8,86,0,0,0,0,0,0,9.800000000000011,0.034036363636363635,30.730762508024885,0.8669688780877163
2626,L49805,L,299.7,309.4,1399,39.9,91,0,0,0,0,0,0,9.699999999999989,0.02852037169406719,24.79783435567251,0.553334330583686
2627,L49806,L,299.7,309.4,1650,29.8,93,0,0,0,0,0,0,9.699999999999989,0.01806060606060606,29.66889057431153,0.9817722014971182
2628,M17487,M,299.8,309.6,1346,53.2,95,0,0,0,0,0,0,9.800000000000011,0.03952451708766717,31.21248570120603,0.538990852756702
2629,H32042,H,299.9,309.6,1410,51.2,98,0,0,0,0,0,0,9.700000000000045,0.03631205673758865,23.716004940307627,0.7748950873244168
2630,L49809,L,300.0,309.7,1586,37.8,103,0,0,0,0,0,0,9.699999999999989,0.02383354350567465,30.720430132578077,0.9334844537425759
2631,L49810,L,300.0,309.8,1372,39.6,105,0,0,0,0,0,0,9.800000000000011,0.028862973760932945,43.20511243719032,0.8353757303331844
2632,H32045,H,300.0,309.7,1529,42.4,107,0,0,0,0,0,0,9.699999999999989,0.027730542838456506,41.651033323254964,0.8948021391695797
2633,M17492,M,300.0,309.7,1652,28.6,112,0,0,0,0,0,0,9.699999999999989,0.017312348668280873,22.647919260618124,0.37751242157365256
2634,L49813,L,300.1,309.8,1532,39.8,115,0,0,0,0,0,0,9.699999999999989,0.02597911227154047,31.880119776412464,0.3290020450799647
2635,L49814,L,300.0,309.7,1554,32.0,117,0,0,0,0,0,0,9.699999999999989,0.02059202059202059,26.975298065233467,0.8596226843358405
2636,H32049,H,299.9,309.6,1462,51.0,119,0,0,0,0,0,0,9.700000000000045,0.03488372093023256,36.70873635101418,0.5476817585054621
2637,L49816,L,299.9,309.6,1254,61.3,124,0,0,0,0,0,0,9.700000000000045,0.04888357256778309,21.935896637349842,0.5245638970571241
2638,L49817,L,299.9,309.6,1294,49.7,126,0,0,0,0,0,0,9.700000000000045,0.0384080370942813,32.86377344187976,0.7370484732985891
